id	area	capability	sources	mock_status	mock_observation	preserve_at	acceptance
POST-17	Postproduction	Füllwörter entfernen, Caption-Korrekturen und Übersetzung	CaptionTab.swift@prefillCaptionTask;ToolExecutor+Words.swift;WordCutPlanner.swift	simulated	Korrektur und Übersetzung im Untertitelkontext; Füllwort-Schnittvorschlag nur im Schnitt. Postproduction führt dafür mit Clipkontext zurück zum Schnitt. Beispieldaten statt Transkript-Engine.	Schnitt > Untertitel > begrenzte Änderungs-/Schnittvorschläge	Vorher/Nachher und betroffene Zeitbereiche prüfen; bestehendes remove_words/Ripple verwenden.
PROD-01	Produktion	Generische Phasen plus Pack-Ergänzungen/Abweichungen	UIContract.swift;EngineRegistry.swift;MusicvideoPack.swift;ProjectCockpitView.swift	simulated	Getrennte Core-Zielphasen und Pack-Beiträge; Generic/Music Video, fehlender/unbekannter Pack sperrt UI. Zielreihenfolge bleibt Vorschlag NEW-03, kein nativer Vertragsersatz.	Produktion-Sidebar aus aufgelöstem Host-/Pack-Vertrag	Generischer und Musicvideo-Vertrag unterschiedliche Phasen/Intakes/Oberflächen; unbekannter Pack nicht als generisch öffnen.
PROD-02	Produktion	Track, optionale Lyrics, Init, Analyse, danach optionales Material	HardStepManifest.swift;AgentDialogCard.swift;MUSICVIDEO_START_CONTRACT.md	simulated	Musicvideo-Start, explizite Medienzuweisung, optionale Lyrics; Material-Intake erst nach Audioanalyse.	Produktion > aktueller strukturierter Schritt	Medienimport ist keine Zuweisung; Lyrics überspringen möglich; Greenfield ohne vorhandene Geschichte bleibt vollständig.
PROD-03	Produktion	Wiederholbare vorbereitete Figuren/Orte und Stilreferenzen	AgentDialogCard.swift@clearRepeatableDraft;Sources/MusicvideoPlugin/Resources/MusicvideoPack/hardsteps.json	simulated	Wiederholbares Material-Intake mit Nummer, Art/Name/Bild, Pflichtfeldsperre, Überspringen/Fertig.	Nach bestätigter Analyse, optionaler Materialschritt	Name/Bilder erforderlich, nummerierte Einträge, erstes Skip und später Done ausdrücklich; keine erfundenen Briefingbilder.
PROD-04	Produktion	Audioanalyse: Beats/Downbeats, Strukturhierarchie, Energie, Tempo/Tonart	AnalysisSurfaceData.swift;AnalysisPanelView.swift;PackSurfacePrimitives.swift;AnalysisRunner.swift	simulated	Audio: Wellenform, Sektionen, Energie/Spannung und Interpretation; Drilldown bis Takt. Werte sind Demo-Evidenz.	Musicvideo > Audioanalyse; generische Pack-Primitives wiederverwenden	Section/Segment/Phrase-Grenzen und Messwerte aus kanonischen Daten zeigen, nicht frei neu schätzen.
PROD-05	Produktion	Analysequalität, ungeklärte Struktur, Remeasurement und Messdiagnose	AnalysisPanelView.swift@structureReviewBanner;AnalysisMeasurementProof.swift	simulated	Analyse-Inspector: Messdetails und erneuter Messauftrag. Keine lokale Audioanalyse im HTML.	Audioanalyse > kontextbezogene Hinweise und Aktion	Unsichere Struktur nicht als sicher freigeben; neue Messung zeigt echte Stufen und aktuellen Track.
PROD-06	Produktion	Brief, Production Design, Treatment und Storyboard als getrennte Artefakte	StoryPanelView.swift;PipelineArtifactWriteContract.swift;UIContract.swift	simulated	Brief, Gestaltung, Treatment, Skript und Storyboard mit eigenen Aufgaben; native Artefakt-/Writer-Trennung dokumentiert.	Produktion > jeweiliges Dokument; kanonischen Writer wiederverwenden	Änderung/Revision/Approval exakt demselben Artefakt zuordnen, nicht nur Text im Browser ersetzen.
PROD-07	Produktion	Patterns, Affect, gemessene Signatur und evidenzbasierte Empfehlung	PatternRecommendationSet.swift;PatternFitScorer.swift;StoryPanelView.swift;PATTERN_FIT_CONTRACT.md	simulated	Brief/Treatment: Pattern-Empfehlung, Alternativen und Begründung. Kein nachgerechneter nativer Fit-Score.	Brief/Treatment > visuelle Wahl mit begründeten Empfehlungen	Messung, Interpretation und Präferenz trennen; Alternativen zulassen; Konfidenz nicht aus fehlenden Daten erfinden.
PROD-08	Produktion	Characters, Ensembles, Props, Locations und Look	BiblePanelView.swift;Bible.swift;InspectorView.swift@entityInspectorContent	simulated	References > Identitäten: Figuren, Ensembles, Props, Orte und Look; gerenderte Beispielreferenzen.	References > Identitäten/Objekte/Orte/Look mit gemeinsamem Objekt-Inspector	Umbenennung Bible zu References ändert weder Schema noch Entity-IDs oder Datentypen.
PROD-09	Produktion	Objektgraph, Verwendung, Breadcrumbs und Shot-Provenienz	ObjectGraph.swift;InspectedObject.swift;InspectorView.swift@shotProvenanceSections	simulated	Objekt-Inspector: Verwendung und direkter Shot-Sprung; Medien/Take/Clip beziehen sich auf gemeinsame IDs. Graph exemplarisch.	Objektbezogener Inspector in allen Arbeitsbereichen	Von Figur zur Verwendung, zum Shot, Take und Timeline-Clip navigieren ohne Selektion umzudeuten.
PROD-10	Produktion	Ledger-Attribute mit Sperre, Herkunft und entity-bezogener Bearbeitung	Ledger.swift;InspectorView.swift@ledgerSection;InspectorView.swift@applyEntityEdit;ToolExecutor+Workflow.swift	simulated	Entity-Inspector: Attribute, Sperren, Herkunft und begrenzter Änderungsauftrag; Ankerfreigaben werden revidiert.	References > Objekt-Inspector, strukturierter Änderungsauftrag	Gesperrte Identitäts-/Stilattribute nicht still überschreiben; Herkunft und Auswirkungen der Änderung sichtbar.
PROD-11	Produktion	Hybride Shotquellen generated/live_action/ai_enhanced	ShotlistPanelView.swift;EditorViewModel+Shotlist.swift;PipelineShotlistWriter.swift	simulated	Shotplanung: generiert/importiert/AI-enhanced und explizite Quellwahl; echte Dateivalidierung bleibt nativer Writer.	Shotplanung > Quelle und Produktionsart	Importiertes/AI-enhanced Material hat exakten source_path; Frames wird passend übersprungen; kein automatisches Substituieren.
PROD-12	Produktion	Shot-Dauern, Kamera, Modelle, Eingabe-/Conditioning-Strategien	Shotlist.swift;ConditioningStrategyV1.swift;ExecutionPlanValidator.swift	simulated	Shotplanung: Dauer/Kamera, Conditioning, Modell/Profil und Quellbindungsprüfung. Native Modell-Limits weiterverwenden.	Shotplanung > kontextabhängiger Inspector	Planlänge, Providerdauer, Handles, Referenzrollen und ausführbare Modellfähigkeit konsistent prüfen.
PROD-13	Produktion	Frame-Continuation und native Video-Extension	PipelineShotlistWriter.swift;ToolExecutor+Workflow.swift@nextRenderShotTool;Shotlist.swift	simulated	Shot-Inspector: Anschlussstrategie und Quellbindungen für Frame-Continuation/native Extension.	Shotplanung > Anschlussstrategie; Takes > exakte Quellbindung	Continuation bindet letzten Frame des Vorgängers; Extension bindet echtes Vorgängervideo und ausführbaren Modus.
PROD-14	Produktion	Blocking, räumliche Pläne, 360-Panorama und POV-Extraktion	SpatialProductionPlanV1.swift;PovExtractor.swift;ToolExecutor+Workflow.swift@extractScene3dPovs	simulated	Blocking: gemeinsamer Plan, Blockout und 360°-POV-Auftrag; keine separate 3D-Modellierungs-App.	Shotplanung > Blocking mit Quellen und Kameraansichten	Dieselbe Geometrie für Perspektivwechsel verwenden; Extraktion lokal/deterministisch; Restyling als separater Auftrag.
PROD-15	Produktion	Story-Chronologie, Zustandsleiter und Kausalitätsprüfung	StoryCausalityPlanV1.swift;StoryboardCausalityV1.swift;SpatialProductionPlanV1.swift;SanityPanelView.swift	simulated	Render-Review: Story-Weltzeit und Zustandsanschlüsse statt reiner Montagefolge; demonstrierter Kausalitätskonflikt.	Pre-Render-Review > Zustände/Anschlüsse nach Story-Weltzeit	Zeitsprünge im Film nicht als Weltchronologie behandeln; echte Checks und zusätzliche semantische Prüfung unterscheiden.
PROD-16	Produktion	Sanity-Befunde mit Schwere, Evidenz, Quelle und Korrektur	SanityPanelView.swift;CheckRegistry.swift;MusicvideoProductionGate.swift	simulated	Render-Review > Befunde/Evidenz, Schwere und Korrekturwege; vorhandene native CheckRegistry ist später anzubinden.	Produktion > Pre-Render-Review	Alle registrierten Core-/Pack-Checks erhalten; Warnung/Blocker/Info und Artefaktverweis nicht auf ein Ampelsignal reduzieren.
PROD-17	Produktion	Frames/Anker auswählen, neu erzeugen und aus Frames remixen	ReviewPanelView.swift;FramesPanelModel.swift;FrameAuditAcceptanceV1.swift	simulated	References > Anker: Auswahl, Neuversuch und Remix als geprüfter Kostenauftrag; Sketches bleiben getrennt.	References > Shot-Anker > Auswahl/Neuversuch/Remix	Sketches und gerenderte References getrennt halten; genaue Eingangsframes und Kostenfreigabe nachweisen.
PROD-18	Produktion	Frame-, Produktionsstil- und Timeline-Stilreview	FrameFindingsReviewView.swift;ProductionStyleReviewView.swift;TimelineStyleReviewView.swift	simulated	Bild-/Stilreview an References und Film-/Übergangsreview in Postproduction; exakte Sequenzbindung erkennt Änderungen.	References/Pre-Render-Review/Postproduction jeweils am eigenen Artefakt	Abweichungen mit Begründung annehmen; stale Review nach Bild-/Stil-/Timelineänderung erkennen.
PROD-19	Produktion	Takes: sechs Prüfgänge, Ablehnung, Abweichung, Auswahl	TakeReviewView.swift;TakeReview.swift;PipelineRenderTakeStore.swift	simulated	Take-Klick öffnet sechs Prüfgänge. Freigabe/Ablehnung/Abweichung, Pflichtbegründung und aktuelle Revision geprüft.	Produktion > Takes > objektbezogener Review	Nur gültiger Review des exakten Takes erlaubt Auswahl; abgelehntes Material nicht freigeben.
PROD-20	Produktion	Nutzbaren Bereich eines Takes retten und geprüft einfügen	TakeRangeReviewView.swift;ReviewedTakeRange.swift	simulated	Takes > Bereich retten: In/Out, Sichtungsbestätigung, Tonwahl, neues Bereichsmedium für gezielten Insert.	Takes > Bereich retten, danach gezielter Insert im Schnitt	Bereich mit Start/Ende, Beobachtung und Audio-Wahl separat prüfen und exakt übernehmen.
PROD-21	Produktion	Iterationsentscheidungen, Reparatur, Rewrite, Simplify, Model-Limit	TakeRepairView.swift;TakeRepairPlan.swift;TakeIterationPolicyV1.swift	simulated	Takes > Nächsten Versuch planen: begrenzte Reparatur, Vereinfachung oder Rewind. Kein autonomer Dauerrender.	Takes > Nächster Versuch / Korrekturplan	Fehlversuche und Grenze berücksichtigen; kein endloses autonomes Neu-Rendern; Kosten erneut freigeben.
PROD-22	Produktion	Gate-Approve, Needs Revision, Rewind, Status-/Artefaktzugriff	PipelinePanelView.swift;NativeGateWriter.swift;PipelineAgentHarness.swift@PipelinePhaseAccess	simulated	Vorhandene Demo-Freigabe/Rewind/Revision und aktueller Schritt; laufende Aufträge sperren Eingriffe. Native strukturelle Gates nicht ersetzt.	Produktion > aktuelle Phase und deren Kontextmenü	Nur aktueller Phasezugriff; Job sperrt Mutationen; kanonische Readiness auf Klick erneut prüfen.
PROD-23	Produktion	Song-Anker, Render-Provenienz und deterministische Assembly	EditorViewModel+SongAnchor.swift;ToolExecutor+Workflow.swift@assembleTimeline;AssemblyPlanV1.swift;PipelineRenderTakeStore.swift	simulated	Takes > Geprüfte Auswahl übernehmen: neue Montage-Spur, vorhandene Sequenz bleibt erhalten; Songbezug.	Takes > Montage übernehmen; Schnitt bleibt frei bearbeitbar	Freigegebene Take-/Bereichs-IDs, Trackbindung und Montagezeitpunkte exakt übernehmen; spätere Montage nicht heimlich überschreiben.
AGENT-01	Interaktion	Choice, Multi-choice, Prosa, Datei-Intake, Cancel und Empfehlungen	AgentDialogCard.swift;ToolDefinitions.swift@showDialog;AgentSurfaceState.swift	simulated	Kontextauftrag mit Choice/Multi-choice, Defaults, optionaler Prosa, Pflichtfeldern und Abbruch; kein freier Chat.	Kontextgebundener Interaktionsbereich der aktiven Aufgabe	Alle existierenden Dialogarten einschließlich Defaults, Pflichtfeldern, Empfehlungen und Abbruch erreichbar halten.
AGENT-02	Interaktion	Strukturierte Blocks, Artefaktvorschau und Medienanzeige	AgentBlocksView.swift;AgentMessageView.swift;ToolDefinitions.swift@showBlocks	simulated	Artefakte/Medien in Arbeitsflächen, Vorschau/Annahme im Interaktionsbereich; native Block-Vokabel nicht als Chat darstellen.	Aktuelle Arbeitsfläche und aufgabenbezogene Ergebnisansicht	Alle vorhandenen Blockarten rendern; Medien und Detailansichten öffnen; keine technische JSON-Prosa als UI.
AGENT-03	Interaktion	Laufstatus, Tool-Fortschritt, Cancel, Wiederaufnahme und Fehler	AgentLiveStatusView.swift;ToolRunPresentation.swift;PipelinePhaseProgressView.swift;AgentService.swift	simulated	Beständiger Auftragsbereich, Fortschritt, Stop/Fortsetzen, Backend-Bereitschaft. Provider-Transportfehler bleiben echte Integrationszustände.	Kontextbezogener Auftragsstatus und beständiger KI-Indikator mit nichtmodalem Fly-out	Transportverlust nicht als Phasenende interpretieren; Runtime-/Providerfehler unterscheiden; echte Stage-Grenzen zeigen.
AGENT-04	Interaktion	Objekt-/Bereichskontext statt Mentions/Add to Chat	MentionPopover.swift;InspectorView.swift@scopedThreadButton;TimelineView.swift@performAddClipsToChat	simulated	Aufträge binden Clip/Objekt/Revision und Filmstand; kein verdeckter neuer freier Chat.	Objekt-/Clip-/Bereichsauswahl > begrenzter Auftrag	Exakte Objekt-/Asset-/Range-IDs übergeben; nicht mehr verdeckt eine neue freie Konversation starten.
AGENT-05	Interaktion	Auftrags-/Entscheidungshistorie statt paralleler Chats	AgentPanelView.swift;ChatHistoryList.swift;ChatSessionStore.swift	simulated	Aufträge & Entscheidungen als Verlauf; erneutes Öffnen. Bestehende Chatarchive erfordern bei nativer Migration Erhalt.	Projektaktivität und objektbezogene Entscheidungen	Wiederfinden, Fortsetzen, Löschen und aktueller Auftrag bleiben möglich; bestehende Gespräche nicht bei Migration verlieren.
AGENT-06	Interaktion	Model-/Runtime-Wahl, Backendwechsel und Local MCP	AgentPane.swift;AgentPanelView.swift@backendRecoveryDock;MCPInstructionsPane.swift	simulated	Einstellungen > Agent: Embedded/API-Wahl, Bereitschaft und Verbindungen; keine Geheimnisse im Dummy.	Einstellungen > Agent; Diagnose/Verbindungsstatus	Embedded CLI und API-Key-Weg erhalten; Backend-Bereitschaft unabhängig vom Intake früh anzeigen, Fehler mit direktem Einstieg in Agent-Einstellungen; App-Sprache und lokale MCP-Anbindung erhalten.
AGENT-07	Interaktion	Externe MCP-Server hinzufügen/importieren, vertrauen, bearbeiten, entfernen	AgentPane.swift@beginAddingExternalMcpServer;ExternalMcpServers.swift	simulated	Einstellungen > Agent: MCP hinzufügen mit explizitem Vertrauen, entfernen. Keine tatsächliche Verbindung.	Einstellungen > Agent > Verbindungen	Vertrauensbestätigung, Mehrfachimport, Namenskonflikte und Entfernen bewahren; keine automatische FilmFlow-Zuweisung.
FIN-01	Postproduction	Film-/Übergangssichtung, eigene Befunde, Aktionen und Zeitbereiche	SequenceReviewView.swift;SequenceReviewV1.swift;PipelineSequenceReviewStore.swift	simulated	Postproduction > Endkontrolle: Film, Übergänge, eigene Befunde, Sichtung und Korrekturziel.	Postproduction > Endkontrolle	Aktuelle echte Montage mit Audio prüfen; jede Befundaktion und exakte Bereiche erhalten.
FIN-02	Postproduction	Postproduction-Korrektur mit bestehenden Edit-Werkzeugen	FinishReviewPane.swift;InspectorView.swift;AdjustTab.swift;AudioTab.swift	simulated	Eigener Postproduction-Bereich mit denselben Clips, Grades, Ton und Titeln; Review bindet Bild, Ton, Spuren und Geometrie.	Postproduction > vollständige gemeinsame Inspector-Werkzeuge; Montagekorrekturen im Schnitt	Kein eigener zweiter Grade-/Audiostand; Rückkehr nach Änderung macht veralteten Review ungültig.
FIN-03	Export	H.264/H.265/ProRes, Auflösungen, Master/Ableitung, Review-Option	ExportView.swift;ExportOptions.swift;PipelineDeliveryStore.swift	simulated	Eigener Export-Bereich: Codec, Master/Ableitung, Auflösung, optionale aktuelle Sichtung; Projekt-FPS/Aspekt und freier NLE-Export.	Export > Videoausgabe und natives Export-Menü	Projektaspekt/FPS bewahren; Review-Pflicht bleibt ausdrückliche Option; vorhandener Export aus freiem NLE bleibt möglich.
FIN-04	Export	XML-Übergabe und selbstenthaltene Projektkopie	XMLExporter.swift;ProjectPackageExporter.swift;ExportView.swift	simulated	Export > XML oder Projektkopie, Grenzen ausdrücklich angezeigt; keine tatsächlichen Dateien geschrieben.	Export > XML-/Projektübergabe; natives Exportfenster	XML-Verluste benennen; Projektkopie bindet Medien ein und weist fehlende Dateien aus.
FIN-05	Export	Ausgabeauftrag, Fortschritt, Abbruch, Recovery, technische Probe	PipelineDeliveryStore.swift;ExportCoordinator.swift;ExportView.swift;ExportService.swift;ToolExecutor+Export.swift	simulated	Ausgabeauftrag, Fortschritt, Stop und Verlauf. Datei-Prüfung ausdrücklich simuliert, frühere Snapshots unverändert.	Export > Aufträge, Ausgabeverlauf und Datei-Prüfung; eigener Exportindikator mit Live-Fly-out in allen Arbeitsbereichen	Unfertige/fehlgeschlagene Exporte nicht als erfolgreich markieren; Codec/Größe/FPS/Dauer/Audio tatsächlich prüfen.
SET-01	Einstellungen	UI-Skalierung, Benachrichtigungen, Diagnose-Einwilligung	AppearancePane.swift;NotificationsPane.swift;PrivacyPane.swift	simulated	Einstellungen > Allgemein: Skalierung, Benachrichtigungen, Diagnose-Einwilligung; keine echte Telemetrie.	Vorhandene allgemeine Einstellungen	Skalierung beeinflusst Controls, nicht Filmtiming; Benachrichtigung und Telemetrie bleiben ausdrückliche Optionen.
SET-02	Einstellungen	Provider: API-Keys, OAuth-Verbindungen, Aktivierung, Prompt-Processing	ProvidersPane.swift;ProviderOAuth.swift;GenerationProviderAuth.swift	simulated	Einstellungen > Provider: simulierte Aktivierung, Generatorfilter; Prompt-Aufbereitung immer aktiv; keine API-Key-Eingabe im Demo.	Einstellungen > Provider	Vorhandene funktionierende Provider erhalten; Keys geschützt; keine unausführbaren Eingabefelder hinzufügen.
SET-03	Einstellungen	Modelle suchen/aktivieren, Capability-Recherche mit Evidenz und Annahme	ModelsPane.swift;ModelCapabilityResearchPane.swift;ModelCapabilityResearchController.swift	simulated	Einstellungen > Modelle: aktivieren/deaktivieren und begrenzter Evidenzvorschlag. Kein live recherchierter Katalog.	Einstellungen > Modelle	Nur belegte Fähigkeitsfelder annehmen; Vergleich, Deaktivieren, Archivieren, Aktualisieren und Löschen erhalten.
SET-04	Einstellungen	Speicherort, Cache, Suchindex/-modell	StoragePane.swift;ProjectWorkingCopy.swift	simulated	Einstellungen > Speicher: Speicherort, Cachezustand, Index und Neuaufbau; Originalmedien bleiben erhalten.	Einstellungen > Speicher	Cache/Index-Löschen entfernt keine Originale; neuer Projektordner verschiebt keine bestehenden Projekte.
PACK-01	Format-Packs	Installieren, Aktualisieren, Entfernen und Neustartzustände	PluginsPane.swift;PluginRemovalSheet.swift;PluginUpdateCenter.swift;PluginInstaller.swift	simulated	Einstellungen > Format-Packs: Projektversion, Update, ungenutzte Version entfernen; Update ändert Projekt nicht still.	Einstellungen > Format-Packs und Projektstart	Alle Versions-/Ladezustände verständlich; genutzte/residente Versionen nicht still ersetzen.
PACK-02	Format-Packs	Exakte Projekt-Pins, Recovery-Kopie und explizites Upgrade	ProjectPackGate.swift;ProjectPackMigration.swift;ProjectPluginSettings.swift	simulated	Fehlende Version als blockierende Ansicht, passende Version wiederherstellen oder explizite Recovery-Kopie.	Projekt öffnen > Auflösungskonflikt; Pack-Einstellungen	Fehlender/falscher Pack stoppt Laden/Speichern; Upgrade migriert ausdrückliche Kopie, kein latest-wins.
PACK-03	Format-Packs	Pack-Akzent, deklarative Oberflächen und dynamischer UI-Vertrag	PackAccent.swift;PackSurfaceDocument.swift;MusicvideoPack.swift;UIContract.swift	simulated	Aufgelöste Demo-Packfarbe in Chrome/Selektion/Primäraktionen; generische Phasen plus kleine Pack-Ergänzung. Kein neuer nativer Pack-ABI.	Host-eigene Chrome/Primitives, Pack liefert Farbe und Daten	Pack-Farbe deutlich ohne farbige Rahmen; generischer Workflow bleibt vollständig; keine Musicvideo-Sonderlogik in allen Panels.
CORE-01	Core/Harness	Kanonische Writer, Gates, kumulative Lineage, typisierte Dateien	PipelineArtifactWriteContract.swift;PipelineAgentHarness.swift@PipelinePhaseAccess;PipelineShotlistWriter.swift;PIPELINE_AGENT_HARNESS.md	simulated	Writer-/Gate-/Lineage-Zuordnung im Erhaltungsvertrag; UI simuliert Freigaben, native Dienste bleiben maßgeblich.	Vorhandene Host-/Engine-Dienste hinter allen neuen UI-Aktionen	Keine UI-Mutation umgeht Writer/Gate oder kopiert die kanonische Wahrheit in einen zweiten State.
CORE-02	Core/Harness	Phasenjobs, idempotente Wiederaufnahme, Runtime-Dokumente und Capabilities	PipelinePhaseExecution.swift;PipelineAgentHarness.swift;PIPELINE_AGENT_HARNESS.md	simulated	Ein aktiver Demo-Auftrag, laufende Mutationen gesperrt, Batch-Fortsetzung ohne doppelte Ergebnisse; keine MCP-Lifetime-Implementierung.	Interaktions-/Fortschrittsbereich, Engine unverändert	Ein Projekt führt nur einen Phasenjob aus; Reconnect/Retry startet keinen zweiten Auftrag.
CORE-03	Core/Harness	Prompt-Compile, Budget, Referenz-Snapshots, Prepared Requests	PromptCompiler.swift;GenerationBudgetGuard.swift;GenerationReferenceSnapshot.swift;GenerationRequest.swift	simulated	Kosten-/Quellen-/Revisionsbindung und erneute Prüfung vor Übernahme. Promptcompiler/PreparedRequest später direkt weiterverwenden.	Gemeinsame native Auftragsvorbereitung	Kosten-/Quelländerung macht Freigabe ungültig; Ausgabe bindet tatsächliches Modell, Prompt und Referenzen.
CORE-04	Core/Harness	Produktionswissen und formatübergreifende Profile	ProductionProfile.swift;ProductionKnowledgeLoaderV1.swift;ProductionRequirementResolverV1.swift;PRODUCTION_PROFILES.md	simulated	Produktionsprofil am Shot-Inspector mit Pack-Ergänzung; Produktionswissen kommt nativ aus bestehenden Loadern, nicht aus HTML-Prompts.	Produktionsaufgaben nutzen vorhandene Core-Profile und Pack-Ergänzungen	Keine Kopie generischer Filmdoktrin in jeden Pack; Ratschläge und deterministische Pflichten unterscheiden.
PROD-24	Produktion	Nativer oder importierter Blockout-Clip mit Kamera-/Layout-/Zustandsbindung	NativeBlockoutExporter.swift;PipelineSpatialProductionWriter.swift;SpatialProductionPlanV1.swift	simulated	Shotplanung > Blocking: Plan-/Elevations-Blockout mit Zeitregler oder Importauftrag. Statische Vorschau, kein echter MOV-Export.	Shotplanung > Blocking > Blockout-Vorschau/Import	Vorhandenen deterministischen Plan-/Elevationsexport nutzen; nicht als vollständigen 3D-Editor ausgeben; importiertes MOV und exakte Hashbindungen erhalten.
PROD-25	Produktion	Musicvideo: Performance-Segmente, Visual Arc, Coverage und Final Mix	PipelineMusicvideoProductionWriter.swift;MusicPerformanceSegmentExporter.swift;MusicvideoProductionExtensionsV1.swift;PipelineMusicvideoAssemblyWriter.swift	simulated	Musicvideo ergänzt Shotplanung um Performance-Segmente, Visual Arc/Coverage; Ton nutzt gemeinsamen Song-Clip.	Musicvideo ergänzt Shotplanung und Montage/Ton	Samplegenaue Track-Segmente, Lyrics-Bindung, Coverage/Motiv-Setups und finalen Song-Mix erhalten; nicht zum generischen Pflichtworkflow machen.
PROD-26	Produktion	Shot-Delivery als Video oder Still mit Ken-Burns-Bewegung	PipelineShotDelivery.swift;ShotDeliveryModeV1.swift;ToolExecutor+Workflow.swift@renderDeliveryModes	simulated	Shotplanung: Video-/Still-Delivery und Ken-Burns-Parameter. Videorender-Engine nicht verbunden.	Shotplanung > Ausgabeart; Assembly übernimmt gültige Quelle	Still-Delivery vermeidet unnötige Videogenerierung; Bildquelle, Dauer und Bewegung nach bestehendem Vertrag erhalten.
CORE-05	Core/Harness	Lokale Audioanalyse-Adapter, Stem Separation, Beat/Chord/Transkription	AudioAnalysisRuntime.swift;DemucsStemSeparator.swift;BeatThisDetector.swift;ChordRecognizer.swift;WhisperCppTranscriber.swift;AppleMusicUnderstandingAnalyzer.swift	simulated	Analyse-Messdetails benennen lokale Adapter und erneutes Messen; keine Audioadapter oder Stem-DAW im Clickdummy implementiert.	Audioanalyse nutzt vorhandene Engine-Adapter; Status/Fehler im Interaktionsbereich	Vorhandene lokale Modelle/Adapter erhalten; OS-/Modellverfügbarkeit ehrlich; Engine-Stems nicht als fertigen DAW-Stem-Editor ausgeben.
NEW-01	Neue Vorschläge	Mehrere Sketch-Momente pro Storyboard-Shot	Storyboard.swift;docs/ui/desktop-production-workbench.js	proposal	Im Dummy vorhanden, im nativen Storyboard-Vertrag nicht gleichwertig vorhanden	Storyboard/Animatic, gesonderte versionierte Vertragserweiterung	Momente erfinden keine neuen Shot-IDs/Schnitte; Dauer bleibt eine gemeinsame Quelle.
NEW-02	Neue Vorschläge	FilmFlow-MCP-Import als Snapshot und Abkürzung	docs/ui/desktop-production-workbench.js;AgentPane.swift	proposal	Nur Demo-Import; kein fertiger FilmFlow-Adapter nachgewiesen	Projekt > expliziter Import mit Zuordnung/Annahme	Importiert vorhandene Arbeit; erzeugt keine fiktiven früheren Freigaben und ist nicht Pflicht.
NEW-03	Neue Vorschläge	Eigenständiges Skript, Planungsreihenfolge und zusammengeführte References	UIContract.swift;docs/ui/desktop-production-workbench.js;PIPELINE_AGENT_HARNESS.md	proposal	Zielphasen weichen vom nativen Phasenvertrag ab	Gesonderte Vertragsentscheidung; bisherige Artefakte/Gates erhalten	UI-Namen dürfen den Harness nicht still umordnen; Bible und Frames nicht zu einem unprüfbaren Artefakt verschmelzen.
NEW-04	Neue Vorschläge	Automatischer semantischer Gesamtfilm-Audit	SequenceReviewView.swift;docs/ui/desktop-production-workbench.finish.js	proposal	KI-Lichtbefund ist Beispieldatum, kein vorhandener autonomer Prüflauf	Begrenzter künftiger Adapter auf exaktem Review-Reel	Neue Fähigkeit getrennt ausweisen; native Mess-/Reviewdaten und künstlichen Beispielbefund nicht verwechseln.
FIN-06	Export	Optionales Album-Cover mit Formatvarianten und Typografie	Sources/MusicvideoPlugin/Resources/MusicvideoPack/phases/cover.md;MusicvideoPack.swift@Create optional cover artwork	simulated	Music Video > Export > Album-Cover; vorhandene Post-Pipeline-Utility, Referenz/Modellwahl, Kostenfreigabe, Behalten und separate Schriftvariante. Keine echten Bilder generiert.	Pack-spezifischer Export-Eintrag nach vollständiger Render-Freigabe	Ohne neue Phase; alle bestehenden Gates erhalten; Künstler und Titel explizit; sauberes Bild bleibt erhalten; nur ausführbare und geeignete Modelle.
NEW-05	Neue Vorschläge	Optionales Vorschaubild je Videoexport für alle Projektformate	EditorViewModel+MediaLibrary.swift@func captureCurrentFrameToMedia();docs/ui/desktop-production-workbench.cover.js	proposal	Export > Vorschaubild: Filmframe, Projektbild oder KI-Ergebnis; bewusste Zuordnung, eigener Snapshot im Ausgabeverlauf. PNG-Begleitdatei simuliert.	Generischer Export-Adapter auf vorhandener Frame-Aufnahme, Medienbibliothek und Bildgenerierung	Exakte Bildquelle und Format je Auftrag festhalten; Quelldatei-/Versionsprüfung und atomare Video-/Bildausgabe ergänzen; XML/Projektkopie unabhängig; keine Format-Pack-Pflicht.
